Đại học Quốc gia Hà Nội
Đại học Bách khoa Hà Nội
Đại học Công đoàn
Đại học Công nghệ – Đại học Quốc gia Hà Nội
Đại học Công nghệ Giao thông Vận tải
Đại học Công nghiệp Dệt may Hà Nội
Đại học Công nghiệp Hà Nội
Đại học Công nghiệp Việt – Hung
Đại học Dược Hà Nội
Đại học Điện lực
Đại học Giáo dục – Đại học Quốc gia Hà Nội
Đại học Giao thông Vận tải
Đại học Hà Nội
Đại học Khoa học Tự nhiên – Đại học Quốc gia Hà Nội
Đại học Khoa học và Công nghệ Hà Nội
Đại học Khoa học Xã hội và Nhân văn – Đại học Quốc gia Hà Nội
Đại học Kiểm Sát Hà Nội
Đại học Kiến trúc Hà Nội
Đại học Kinh tế – Đại học Quốc gia Hà Nội
Đại học Kinh tế – Kỹ thuật Công nghiệp
Đại học Kinh tế quốc dân
Đại học Lao động – Xã hội
Đại học Lâm nghiệp Việt Nam
Đại học Luật Hà Nội
Đại học Luật – Đại học Quốc gia Hà Nội
Đại học Mỏ – Địa chất
Đại học Mở Hà Nội
Đại học Mỹ thuật Công nghiệp
Đại học Mỹ thuật Việt Nam
Đại học Ngoại ngữ – ĐHQG Hà Nội
Đại học Ngoại thương
Đại học Nội vụ Hà Nội
Đại học Sân khấu Điện ảnh Hà Nội
Đại học Sư phạm Hà Nội
Đại học Sư phạm Nghệ thuật Trung ương
Đại học Sư phạm Thể dục Thể thao Hà Nội
Đại học Tài nguyên và Môi trường Hà Nội
Đại học Thủ đô Hà Nội
Đại học Thủy lợi
Đại học Thương mại
Đại học Văn hóa Hà Nội
Đại học Việt – Nhật – Đại học Quốc gia Hà Nội
Đại học Xây dựng Hà Nội
Đại học Y dược – Đại học Quốc gia Hà Nội
Đại học Y Hà Nội
Đại học Y tế Công cộng
Trường Quản trị và Kinh doanh – Đại học Quốc gia Hà Nội
Trường Quốc tế – ĐHQG Hà Nội
Học viện Âm nhạc Quốc gia Việt Nam
Học viện Báo chí và Tuyên truyền
Học viện Chính sách và Phát triển
Học viện Chính trị – Hành chính Quốc gia Hồ Chí Minh
Học viện Công nghệ Bưu chính Viễn thông
Học viện Dân tộc
Học viện Ngân hàng
Học viện Ngoại giao
Học viện Nông nghiệp Việt Nam
Học viện Phụ nữ Việt Nam
Học viện Quản lý giáo dục
Học viện Tài chính
Học viện Thanh thiếu niên Việt Nam
Học viện Tòa án
Học viện Tư pháp
Học viện Y dược học Cổ truyền Việt Nam
Khoa Các khoa học liên ngành – Đại học Quốc gia Hà Nội
Đại học Công nghệ Thông tin và Truyền thông – Đại học Thái Nguyên
Đại học Công nghiệp Quảng Ninh
Đại học Công nghiệp Việt Trì
Đại học Điều dưỡng Nam Định
Đại học Hạ Long
Đại học Hải Dương
Đại học Hải Phòng
Đại học Hàng hải Việt Nam
Đại học Hoa Lư
Đại học Hùng Vương
Đại học Khoa học – Đại học Thái Nguyên
Đại học Kinh tế và Quản trị Kinh doanh – Đại học Thái Nguyên
Đại học Kỹ thuật Công nghiệp – Đại học Thái Nguyên
Đại học Kỹ thuật Y tế Hải Dương
Đại học Nông lâm – Đại học Thái Nguyên
Đại học Nông lâm Bắc Giang
Đại học Sao Đỏ
Đại học Sư phạm – Đại học Thái Nguyên
Đại học Sư phạm Hà Nội 2
Đại học Sư phạm Kỹ thuật Hưng Yên
Đại học Sư phạm Kỹ thuật Nam Định
Đại học Tài chính – Quản trị kinh doanh
Đại học Tân Trào
Đại học Tây Bắc
Đại học Thái Bình
Đại học Thể dục Thể thao Bắc Ninh
Đại học Y dược – Đại học Thái Nguyên
Đại học Y dược Hải Phòng
Đại học Y dược Thái Bình
Khoa Quốc tế – Đại học Thái Nguyên
Trường Ngoại ngữ – Đại học Thái Nguyên
Đại học Thái Nguyên
Đại học Đà Nẵng
Đại học Huế
Đại học Bách khoa – Đại học Đà Nẵng
Đại học Công nghệ thông tin và truyền thông Việt – Hàn
Đại học Đà Lạt
Đại học Hà Tĩnh
Đại học Hồng Đức
Đại học Khánh Hòa
Đại học Khoa học – Đại học Huế
Đại học Kinh tế – Đại học Đà Nẵng
Đại học Kinh tế – Đại học Huế
Đại học Kinh tế Nghệ An
Đại học Kỹ thuật Y dược Đà Nẵng
Đại học Luật – Đại học Huế
Đại học Nghệ thuật – Đại học Huế
Đại học Ngoại ngữ – Đại học Đà Nẵng
Đại học Ngoại ngữ – Đại học Huế
Đại học Nha Trang
Đại học Nông lâm – Đại học Huế
Đại học Phạm Văn Đồng
Đại học Phú Yên
Đại học Quảng Bình
Đại học Quảng Nam
Đại học Quy Nhơn
Đại học Sư phạm – Đại học Đà Nẵng
Đại học Sư phạm – Đại học Huế
Đại học Sư phạm Kỹ thuật – Đại học Đà Nẵng
Đại học Sư phạm Kỹ thuật Vinh
Đại học Tài chính – Kế toán
Đại học Tây Nguyên
Đại học Thể dục Thể thao Đà Nẵng
Đại học Văn hóa, Thể thao và Du lịch Thanh Hóa
Đại học Vinh
Đại học Xây dựng Miền Trung
Đại học Y Dược – Đại học Huế
Đại học Y khoa Vinh
Khoa Công nghệ Thông tin và Truyền thông – Đại học Đà Nẵng
Trường Du lịch – Đại học Huế
Khoa Giáo dục Thể chất – Đại học Huế
Khoa Y dược – Đại học Đà Nẵng
Viện Nghiên cứu và Đào tạo Việt – Anh – Đại học Đà Nẵng
Học viện Âm nhạc Huế
Đại học Quốc gia Thành phố Hồ Chí Minh
Đại học Bách khoa – Đại học Quốc gia TPHCM
Đại học Công nghệ Thông tin – Đại học Quốc gia TPHCM
Đại học Công nghiệp Thành phố Hồ Chí Minh
Đại học Công thương TPHCM
Đại học Giao thông Vận tải Thành phố Hồ Chí Minh
Đại học Khoa học Tự nhiên – Đại học Quốc gia TPHCM
Đại học Khoa học Xã hội và Nhân văn – Đại học Quốc gia TPHCM
Đại học Kiến trúc Thành phố Hồ Chí Minh
Đại học Kinh tế – Luật – Đại học Quốc gia TPHCM
Đại học Kinh tế Thành phố Hồ Chí Minh
