Đại học Luật Thành phố Hồ Chí Minh
Đại học Mở Thành phố Hồ Chí Minh
Đại học Mỹ thuật Thành phố Hồ Chí Minh
Đại học Ngân hàng Thành phố Hồ Chí Minh
Đại học Nông lâm Thành phố Hồ Chí Minh
Đại học Quản lý và Công nghệ TPHCM
Đại học Quốc tế – Đại học Quốc gia TPHCM
Đại học Sài Gòn
Đại học Sân khấu Điện ảnh Thành phố Hồ Chí Minh
Đại học Sư phạm Kỹ thuật Thành phố Hồ Chí Minh
Đại học Sư phạm Thành phố Hồ Chí Minh
Đại học Sư phạm Thể dục Thể thao Thành phố Hồ Chí Minh
Đại học Tài chính – Marketing
Đại học Tài nguyên và Môi trường Thành phố Hồ Chí Minh
Đại học Thể dục Thể thao Thành phố Hồ Chí Minh
Đại học Tôn Đức Thắng
Đại học Văn hóa Thành phố Hồ Chí Minh
Đại học Y Dược Thành phố Hồ Chí Minh
Đại học Y khoa Phạm Ngọc Thạch
Học viện Hàng không Việt Nam
Nhạc viện Thành phố Hồ Chí Minh
Học viện Cán Bộ Thành phố Hồ Chí Minh
Đại học An Giang
Đại học Bạc Liêu
Đại học Cần Thơ
Đại học Công nghệ Miền Đông
Đại học Dầu khí Việt Nam
Đại học Đồng Nai
Đại học Đồng Tháp
Đại học Kiên Giang
Đại học Kỹ thuật – Công nghệ Cần Thơ
Đại học Sư phạm Kỹ thuật Vĩnh Long
Đại học Thủ Dầu Một
Đại học Tiền Giang
Đại học Trà Vinh
Đại học Việt Đức
Đại học Xây dựng Miền Tây
Đại học Y dược Cần Thơ
Khoa Y – Đại học Quốc gia TPHCM
Đại học Bình Dương Phân hiệu Cà Mau
Đại học Cần Thơ cơ sở Hòa An
Đại học Công nghệ Giao thông vận tải cơ sở Thái Nguyên
Đại học Công nghệ Giao thông vận tải cơ sở Vĩnh Phúc
Đại học Công nghiệp TPHCM phân hiệu Quảng Ngãi
Đại học Đà Nẵng Phân hiệu Kon Tum
Đại học Giao thông Vận tải Phân hiệu TPHCM
Đại học Kinh tế TPHCM Phân hiệu Vĩnh Long
Đại học Kinh tế – Kỹ thuật Công nghiệp Cơ sở Nam Định
Đại học Kiến trúc TPHCM Cơ sở Cần Thơ
Đại học Kiến trúc TPHCM Cơ sở Đà Lạt
Đại học Lao động – Xã hội cơ sở II TPHCM
Đại học Lao động – Xã hội cơ sở Sơn Tây
Đại học Lâm nghiệp Phân hiệu Đồng Nai
Đại học Luật Hà Nội Phân hiệu Đắk Lắk
Đại học Ngoại thương Cơ sở II
Đại học Ngoại thương Cơ sở Quảng Ninh
Đại học Nội vụ Phân hiệu Quảng Nam
Đại học Nội vụ Phân hiệu TPHCM
Đại học Nông lâm TPHCM Phân hiệu Gia Lai
Đại học Nông lâm TPHCM Phân hiệu Ninh Thuận
Đại học Quốc gia TPHCM Phân hiệu Bến Tre
Đại học Tài chính – Kế toán Phân hiệu Huế
Đại học Tài nguyên và Môi trường Hà Nội Phân hiệu Thanh Hóa
Đại học Thủy lợi Cơ sở 2 (TPHCM)
Đại học Thủy lợi Cơ sở Phố Hiến
Đại học Tôn Đức Thắng cơ sở đào tạo Bảo Lộc
Đại học Tôn Đức Thắng cơ sở đào tạo Cà Mau
Đại học Tôn Đức Thắng cơ sở đào tạo Nha Trang
Đại học Xây dựng Miền Trung phân hiệu Đà Nẵng
Đại học Y Hà Nội Phân hiệu Thanh Hóa
Học viện Công nghệ bưu chính viễn thông Cơ sở TPHCM
Học viện Hành chính Quốc gia Phân viện Huế
Học viện Hành chính Quốc gia Phân viện Tây Nguyên
Học viện Hành chính Quốc gia Phân viện TPHCM
Học viện Ngân hàng Phân viện Bắc Ninh
Học viện Ngân hàng Phân viện Phú Yên
Học viện Phụ nữ Phân viện Miền Nam
Học viện Thanh thiếu niên Việt Nam phân viện miền Nam
Học viện Tư pháp Cơ sở TPHCM
Học viện Phụ nữ Việt Nam Phân hiệu TPHCM
Đại học Huế Phân hiệu Quảng Trị
Phân hiệu Đại học Thái Nguyên Lào Cai
Đại học CMC
Đại học Anh Quốc Việt Nam
Đại học Chu Văn An
Đại học Công nghệ Đông Á
Đại học Công nghệ và Quản lý hữu nghị
Đại học Đại Nam
Đại học Đông Đô
Đại học FPT Hà Nội
Đại học Hà Hoa Tiên
Đại học Hòa Bình
Đại học Kinh Bắc
Đại học Kinh doanh và Công nghệ Hà Nội
Đại học Lương Thế Vinh
Đại học Nguyễn Trãi
Đại học Phenikaa
Đại học Phương Đông
Đại học Quản lý và Công nghệ Hải Phòng
Đại học Quốc tế Bắc Hà
Đại học RMIT Việt Nam
Đại học Tài chính – Ngân hàng Hà Nội
Đại học Thành Đô
Đại học Thành Đông
Đại học Thăng Long
Đại học Thiết kế và Thời trang London
Đại học Trưng Vương
Đại học Kinh tế – Công nghệ Thái Nguyên
Đại học Y khoa Tokyo
Đại học Y dược Buôn Ma Thuột
Đại học Công nghệ Vạn Xuân
Đại học Công nghiệp Vinh
Đại học Duy Tân
Đại học Đông Á
Đại học FPT Đà Nẵng
Đại học Kiến trúc Đà Nẵng
Đại học Phan Châu Trinh
Đại học Phan Thiết
Đại học Phú Xuân
Đại học Quang Trung
Đại học Thái Bình Dương
Đại học Yersin Đà Lạt
Đại học Bà Rịa – Vũng Tàu
Đại học Bình Dương
Đại học Công nghệ Đồng Nai
Đại học Công nghệ Sài Gòn
Đại học Công nghệ Thành phố Hồ Chí Minh
Đại học Cửu Long
Đại học FPT Cần Thơ
Đại học FPT TPHCM
Đại học Fulbright Việt Nam
Đại học Gia Định
Đại học Hoa Sen
Đại học Hùng Vương Thành phố Hồ Chí Minh
Đại học Kinh tế – Tài chính TPHCM
Đại học Kinh tế Công nghiệp Long An
Đại học Kinh tế Kỹ thuật Bình Dương
Đại học Kỹ thuật – Công nghệ Cần Thơ
Đại học Lạc Hồng
Đại học Nam Cần Thơ
Đại học Ngoại ngữ – Tin học TPHCM
Đại học Nguyễn Tất Thành
Đại học Quản lý và Công nghệ TPHCM
Đại học Quốc tế Hồng Bàng
Đại học Quốc tế Miền Đông
Đại học Quốc tế Sài Gòn
Đại học Tân Tạo
Đại học Tây Đô
Đại học Văn Hiến
Đại học Văn Lang
Đại học Võ Trường Toản
Đại học Văn hóa – Nghệ thuật Quân đội
Đại học Trần Đại Nghĩa
Học viện Biên phòng
Học viện Chính trị
Học viện Hải quân
Học viện Hậu cần
Học viện Khoa học Quân sự
Học viện Kỹ thuật Mật mã
Học viện Kỹ thuật Mật mã Phân hiệu TPHCM
Học viện Kỹ thuật Quân sự
Học viện Lục quân
Học viện Phòng không – Không quân
Học viện Quân Y
Học viện Quốc phòng Việt Nam
Đại học Chính trị (Trường Sĩ quan Chính trị)
Trường Sĩ quan Công binh (Đại học Ngô Quyền)
Trường Sĩ quan Đặc công
Trường Sĩ quan Không quân
Trường Sĩ quan Lục quân 1
Trường Sĩ quan Lục quân 2
Trường Sĩ quan Pháo binh
Trường Sĩ quan Phòng hóa
Trường Sĩ quan Tăng – Thiết giáp
Trường Sĩ quan Thông tin (Đại học Thông tin Liên lạc)
Học viện An ninh Nhân dân
Học viện Cảnh sát Nhân dân
Đại học An ninh Nhân dân
Đại học Cảnh sát Nhân dân
Học viện Chính trị Công an Nhân dân
Đại học Phòng cháy chữa cháy
Đại học Kỹ thuật – Hậu cần Công an Nhân dân
